parish,office,district,party,candidate,votes
Tangipahoa,U.S. Senate,,D,Mary L. Landrieu,12323
Tensas,U.S. Senate,,R,"""Bill"" Cassidy",796
Tensas,U.S. Senate,,D,Mary L. Landrieu,971
Terrebonne,U.S. Senate,,R,"""Bill"" Cassidy",16732
Terrebonne,U.S. Senate,,D,Mary L. Landrieu,9491
Union,U.S. Senate,,R,"""Bill"" Cassidy",4965
Union,U.S. Senate,,D,Mary L. Landrieu,1988
Vermilion,U.S. Senate,,R,"""Bill"" Cassidy",11201
Vermilion,U.S. Senate,,D,Mary L. Landrieu,3559
Vernon,U.S. Senate,,R,"""Bill"" Cassidy",7854
Vernon,U.S. Senate,,D,Mary L. Landrieu,1923
Washington,U.S. Senate,,R,"""Bill"" Cassidy",7144
Washington,U.S. Senate,,D,Mary L. Landrieu,4903
Webster,U.S. Senate,,R,"""Bill"" Cassidy",7126
Webster,U.S. Senate,,D,Mary L. Landrieu,4885
West Baton Rouge,U.S. Senate,,R,"""Bill"" Cassidy",4314
West Baton Rouge,U.S. Senate,,D,Mary L. Landrieu,4148
West Carroll,U.S. Senate,,R,"""Bill"" Cassidy",2422
West Carroll,U.S. Senate,,D,Mary L. Landrieu,582
West Feliciana,U.S. Senate,,R,"""Bill"" Cassidy",2231
West Feliciana,U.S. Senate,,D,Mary L. Landrieu,1927
Winn,U.S. Senate,,R,"""Bill"" Cassidy",2862
Winn,U.S. Senate,,D,Mary L. Landrieu,1302
Avoyelles,U.S. House,5th Congressional District,R,Ralph Lee Abraham,7229
Avoyelles,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",3873
Caldwell,U.S. House,5th Congressional District,R,Ralph Lee Abraham,2447
Caldwell,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",600
Catahoula,U.S. House,5th Congressional District,R,Ralph Lee Abraham,2224
Catahoula,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",992
Concordia,U.S. House,5th Congressional District,R,Ralph Lee Abraham,3228
Concordia,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",2059
East Carroll,U.S. House,5th Congressional District,R,Ralph Lee Abraham,954
East Carroll,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",1763
East Feliciana,U.S. House,5th Congressional District,R,Ralph Lee Abraham,1561
East Feliciana,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",2098
Franklin,U.S. House,5th Congressional District,R,Ralph Lee Abraham,4854
Franklin,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",1659
Grant,U.S. House,5th Congressional District,R,Ralph Lee Abraham,4373
Grant,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",836
Jackson,U.S. House,5th Congressional District,R,Ralph Lee Abraham,3332
Jackson,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",1824
Lasalle,U.S. House,5th Congressional District,R,Ralph Lee Abraham,3798
Lasalle,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",436
Lincoln,U.S. House,5th Congressional District,R,Ralph Lee Abraham,7575
Lincoln,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",4404
Madison,U.S. House,5th Congressional District,R,Ralph Lee Abraham,1294
Madison,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",1788
Morehouse,U.S. House,5th Congressional District,R,Ralph Lee Abraham,4551
Morehouse,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",3659
Ouachita,U.S. House,5th Congressional District,R,Ralph Lee Abraham,28342
Ouachita,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",14642
Rapides,U.S. House,5th Congressional District,R,Ralph Lee Abraham,25407
Rapides,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",12051
Richland,U.S. House,5th Congressional District,R,Ralph Lee Abraham,4821
Richland,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",2232
St. Helena,U.S. House,5th Congressional District,R,Ralph Lee Abraham,593
St. Helena,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",437
St. Landry,U.S. House,5th Congressional District,R,Ralph Lee Abraham,5553
St. Landry,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",6379
Tangipahoa,U.S. House,5th Congressional District,R,Ralph Lee Abraham,6790
Tangipahoa,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",4841
Tensas,U.S. House,5th Congressional District,R,Ralph Lee Abraham,845
Tensas,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",889
Washington,U.S. House,5th Congressional District,R,Ralph Lee Abraham,7136
Washington,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",4207
West Carroll,U.S. House,5th Congressional District,R,Ralph Lee Abraham,2533
West Carroll,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",460
West Feliciana,U.S. House,5th Congressional District,R,Ralph Lee Abraham,2263
West Feliciana,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",1718
Winn,U.S. House,5th Congressional District,R,Ralph Lee Abraham,2913
Winn,U.S. House,5th Congressional District,D,"""Jamie"" Mayo",1159
Ascension,U.S. House,6th Congressional District,D,Edwin Edwards,7164
Ascension,U.S. House,6th Congressional District,R,Garret Graves,18654
Assumption,U.S. House,6th Congressional District,D,Edwin Edwards,1760
Assumption,U.S. House,6th Congressional District,R,Garret Graves,2360
East Baton Rouge,U.S. House,6th Congressional District,D,Edwin Edwards,42994
East Baton Rouge,U.S. House,6th Congressional District,R,Garret Graves,61251
East Feliciana,U.S. House,6th Congressional District,D,Edwin Edwards,1492
East Feliciana,U.S. House,6th Congressional District,R,Garret Graves,1848
Iberville,U.S. House,6th Congressional District,D,Edwin Edwards,2325
Iberville,U.S. House,6th Congressional District,R,Garret Graves,2194
Lafourche,U.S. House,6th Congressional District,D,Edwin Edwards,5111
Lafourche,U.S. House,6th Congressional District,R,Garret Graves,8638
Livingston,U.S. House,6th Congressional District,D,Edwin Edwards,7697
Livingston,U.S. House,6th Congressional District,R,Garret Graves,24974
Pointe Coupee,U.S. House,6th Congressional District,D,Edwin Edwards,4349
Pointe Coupee,U.S. House,6th Congressional District,R,Garret Graves,3548
St. Charles,U.S. House,6th Congressional District,D,Edwin Edwards,1955
St. Charles,U.S. House,6th Congressional District,R,Garret Graves,3685
St. Helena,U.S. House,6th Congressional District,D,Edwin Edwards,2304
St. Helena,U.S. House,6th Congressional District,R,Garret Graves,804
St. John The Baptist,U.S. House,6th Congressional District,D,Edwin Edwards,1601
St. John The Baptist,U.S. House,6th Congressional District,R,Garret Graves,1910
Terrebonne,U.S. House,6th Congressional District,D,Edwin Edwards,3256
Terrebonne,U.S. House,6th Congressional District,R,Garret Graves,6652
West Baton Rouge,U.S. House,6th Congressional District,D,Edwin Edwards,1773
West Baton Rouge,U.S. House,6th Congressional District,R,Garret Graves,2691
