parish,office,district,party,candidate,votes
Cameron,Governor,,N,"Jeremy ""JW"" Odom",16
Cameron,Governor,,O,Eric Paul Orgeron,9
Cameron,Governor,,D,S L Simpson,9
Cameron,Governor,,R,David Vitter,582
Catahoula,Governor,,R,Scott A. Angelle,1030
Catahoula,Governor,,N,Beryl Billiot,30
Catahoula,Governor,,R,"""Jay"" Dardenne",529
Catahoula,Governor,,D,Cary Deaton,75
Catahoula,Governor,,D,John Bel Edwards,1204
Catahoula,Governor,,N,"Jeremy ""JW"" Odom",44
Catahoula,Governor,,O,Eric Paul Orgeron,5
Catahoula,Governor,,D,S L Simpson,46
Catahoula,Governor,,R,David Vitter,1064
Claiborne,Governor,,R,Scott A. Angelle,917
Claiborne,Governor,,N,Beryl Billiot,31
Claiborne,Governor,,R,"""Jay"" Dardenne",423
Claiborne,Governor,,D,Cary Deaton,68
Claiborne,Governor,,D,John Bel Edwards,1797
Claiborne,Governor,,N,"Jeremy ""JW"" Odom",24
Claiborne,Governor,,O,Eric Paul Orgeron,9
Claiborne,Governor,,D,S L Simpson,38
Claiborne,Governor,,R,David Vitter,1050
Concordia,Governor,,R,Scott A. Angelle,1400
Concordia,Governor,,N,Beryl Billiot,30
Concordia,Governor,,R,"""Jay"" Dardenne",829
Concordia,Governor,,D,Cary Deaton,109
Concordia,Governor,,D,John Bel Edwards,1981
Concordia,Governor,,N,"Jeremy ""JW"" Odom",45
Concordia,Governor,,O,Eric Paul Orgeron,12
Concordia,Governor,,D,S L Simpson,53
Concordia,Governor,,R,David Vitter,1178
De Soto,Governor,,R,Scott A. Angelle,1897
De Soto,Governor,,N,Beryl Billiot,48
De Soto,Governor,,R,"""Jay"" Dardenne",760
De Soto,Governor,,D,Cary Deaton,141
De Soto,Governor,,D,John Bel Edwards,3162
De Soto,Governor,,N,"Jeremy ""JW"" Odom",55
De Soto,Governor,,O,Eric Paul Orgeron,17
De Soto,Governor,,D,S L Simpson,121
De Soto,Governor,,R,David Vitter,2340
East Baton Rouge,Governor,,R,Scott A. Angelle,12348
East Baton Rouge,Governor,,N,Beryl Billiot,222
East Baton Rouge,Governor,,R,"""Jay"" Dardenne",28228
East Baton Rouge,Governor,,D,Cary Deaton,915
East Baton Rouge,Governor,,D,John Bel Edwards,53209
East Baton Rouge,Governor,,N,"Jeremy ""JW"" Odom",250
East Baton Rouge,Governor,,O,Eric Paul Orgeron,134
East Baton Rouge,Governor,,D,S L Simpson,439
East Baton Rouge,Governor,,R,David Vitter,12233
East Carroll,Governor,,R,Scott A. Angelle,247
East Carroll,Governor,,N,Beryl Billiot,23
East Carroll,Governor,,R,"""Jay"" Dardenne",492
East Carroll,Governor,,D,Cary Deaton,111
East Carroll,Governor,,D,John Bel Edwards,995
East Carroll,Governor,,N,"Jeremy ""JW"" Odom",25
East Carroll,Governor,,O,Eric Paul Orgeron,6
East Carroll,Governor,,D,S L Simpson,64
East Carroll,Governor,,R,David Vitter,329
East Feliciana,Governor,,R,Scott A. Angelle,1174
East Feliciana,Governor,,N,Beryl Billiot,28
East Feliciana,Governor,,R,"""Jay"" Dardenne",1131
East Feliciana,Governor,,D,Cary Deaton,76
East Feliciana,Governor,,D,John Bel Edwards,3767
East Feliciana,Governor,,N,"Jeremy ""JW"" Odom",53
East Feliciana,Governor,,O,Eric Paul Orgeron,19
East Feliciana,Governor,,D,S L Simpson,39
East Feliciana,Governor,,R,David Vitter,994
Evangeline,Governor,,R,Scott A. Angelle,2548
Evangeline,Governor,,N,Beryl Billiot,48
Evangeline,Governor,,R,"""Jay"" Dardenne",1212
Evangeline,Governor,,D,Cary Deaton,124
Evangeline,Governor,,D,John Bel Edwards,3467
Evangeline,Governor,,N,"Jeremy ""JW"" Odom",35
Evangeline,Governor,,O,Eric Paul Orgeron,33
Evangeline,Governor,,D,S L Simpson,75
Evangeline,Governor,,R,David Vitter,1451
Franklin,Governor,,R,Scott A. Angelle,1679
Franklin,Governor,,N,Beryl Billiot,34
Franklin,Governor,,R,"""Jay"" Dardenne",912
Franklin,Governor,,D,Cary Deaton,63
Franklin,Governor,,D,John Bel Edwards,1717
Franklin,Governor,,N,"Jeremy ""JW"" Odom",21
Franklin,Governor,,O,Eric Paul Orgeron,6
Franklin,Governor,,D,S L Simpson,26
Franklin,Governor,,R,David Vitter,1143
Grant,Governor,,R,Scott A. Angelle,1155
Grant,Governor,,N,Beryl Billiot,56
Grant,Governor,,R,"""Jay"" Dardenne",1524
Grant,Governor,,D,Cary Deaton,45
Grant,Governor,,D,John Bel Edwards,1476
Grant,Governor,,N,"Jeremy ""JW"" Odom",61
Grant,Governor,,O,Eric Paul Orgeron,14
Grant,Governor,,D,S L Simpson,38
Grant,Governor,,R,David Vitter,1679
Iberia,Governor,,R,Scott A. Angelle,7162
Iberia,Governor,,N,Beryl Billiot,117
Iberia,Governor,,R,"""Jay"" Dardenne",2100
Iberia,Governor,,D,Cary Deaton,227
Iberia,Governor,,D,John Bel Edwards,6314
Iberia,Governor,,N,"Jeremy ""JW"" Odom",79
Iberia,Governor,,O,Eric Paul Orgeron,45
Iberia,Governor,,D,S L Simpson,164
Iberia,Governor,,R,David Vitter,4344
Iberville,Governor,,R,Scott A. Angelle,2270
Iberville,Governor,,N,Beryl Billiot,70
Iberville,Governor,,R,"""Jay"" Dardenne",1706
Iberville,Governor,,D,Cary Deaton,232
Iberville,Governor,,D,John Bel Edwards,6408
Iberville,Governor,,N,"Jeremy ""JW"" Odom",71
Iberville,Governor,,O,Eric Paul Orgeron,22
Iberville,Governor,,D,S L Simpson,124
Iberville,Governor,,R,David Vitter,1416
Jackson,Governor,,R,Scott A. Angelle,1224
Jackson,Governor,,N,Beryl Billiot,19
Jackson,Governor,,R,"""Jay"" Dardenne",740
Jackson,Governor,,D,Cary Deaton,51
Jackson,Governor,,D,John Bel Edwards,1669
Jackson,Governor,,N,"Jeremy ""JW"" Odom",30
Jackson,Governor,,O,Eric Paul Orgeron,7
Jackson,Governor,,D,S L Simpson,22
Jackson,Governor,,R,David Vitter,1214
Jefferson,Governor,,R,Scott A. Angelle,11955
Jefferson,Governor,,N,Beryl Billiot,671
Jefferson,Governor,,R,"""Jay"" Dardenne",11611
Jefferson,Governor,,D,Cary Deaton,941
Jefferson,Governor,,D,John Bel Edwards,30919
Jefferson,Governor,,N,"Jeremy ""JW"" Odom",324
Jefferson,Governor,,O,Eric Paul Orgeron,228
Jefferson,Governor,,D,S L Simpson,445
Jefferson,Governor,,R,David Vitter,34331
Jefferson Davis,Governor,,R,Scott A. Angelle,2060
Jefferson Davis,Governor,,N,Beryl Billiot,29
Jefferson Davis,Governor,,R,"""Jay"" Dardenne",1547
Jefferson Davis,Governor,,D,Cary Deaton,62
Jefferson Davis,Governor,,D,John Bel Edwards,2726
Jefferson Davis,Governor,,N,"Jeremy ""JW"" Odom",29
Jefferson Davis,Governor,,O,Eric Paul Orgeron,19
Jefferson Davis,Governor,,D,S L Simpson,36
Jefferson Davis,Governor,,R,David Vitter,1357
Lafayette,Governor,,R,Scott A. Angelle,21157
Lafayette,Governor,,N,Beryl Billiot,209
Lafayette,Governor,,R,"""Jay"" Dardenne",7714
Lafayette,Governor,,D,Cary Deaton,390
Lafayette,Governor,,D,John Bel Edwards,17190
Lafayette,Governor,,N,"Jeremy ""JW"" Odom",186
Lafayette,Governor,,O,Eric Paul Orgeron,106
Lafayette,Governor,,D,S L Simpson,215
Lafayette,Governor,,R,David Vitter,11582
Lafourche,Governor,,R,Scott A. Angelle,6833
Lafourche,Governor,,N,Beryl Billiot,202
Lafourche,Governor,,R,"""Jay"" Dardenne",2534
Lafourche,Governor,,D,Cary Deaton,168
Lafourche,Governor,,D,John Bel Edwards,6170
Lafourche,Governor,,N,"Jeremy ""JW"" Odom",103
Lafourche,Governor,,O,Eric Paul Orgeron,84
Lafourche,Governor,,D,S L Simpson,111
Lafourche,Governor,,R,David Vitter,6642
Lasalle,Governor,,R,Scott A. Angelle,1154
Lasalle,Governor,,N,Beryl Billiot,32
Lasalle,Governor,,R,"""Jay"" Dardenne",752
Lasalle,Governor,,D,Cary Deaton,35
Lasalle,Governor,,D,John Bel Edwards,868
Lasalle,Governor,,N,"Jeremy ""JW"" Odom",37
Lasalle,Governor,,O,Eric Paul Orgeron,7
Lasalle,Governor,,D,S L Simpson,10
Lasalle,Governor,,R,David Vitter,1504
Lincoln,Governor,,R,Scott A. Angelle,1714
Lincoln,Governor,,N,Beryl Billiot,21
Lincoln,Governor,,R,"""Jay"" Dardenne",1836
Lincoln,Governor,,D,Cary Deaton,82
Lincoln,Governor,,D,John Bel Edwards,3570
Lincoln,Governor,,N,"Jeremy ""JW"" Odom",41
Lincoln,Governor,,O,Eric Paul Orgeron,12
Lincoln,Governor,,D,S L Simpson,31
Lincoln,Governor,,R,David Vitter,1768
Livingston,Governor,,R,Scott A. Angelle,7484
Livingston,Governor,,N,Beryl Billiot,127
Livingston,Governor,,R,"""Jay"" Dardenne",6247
Livingston,Governor,,D,Cary Deaton,118
Livingston,Governor,,D,John Bel Edwards,7741
Livingston,Governor,,N,"Jeremy ""JW"" Odom",102
Livingston,Governor,,O,Eric Paul Orgeron,65
Livingston,Governor,,D,S L Simpson,59
Livingston,Governor,,R,David Vitter,7073
Madison,Governor,,R,Scott A. Angelle,512
Madison,Governor,,N,Beryl Billiot,17
Madison,Governor,,R,"""Jay"" Dardenne",512
Madison,Governor,,D,Cary Deaton,116
Madison,Governor,,D,John Bel Edwards,1388
Madison,Governor,,N,"Jeremy ""JW"" Odom",40
Madison,Governor,,O,Eric Paul Orgeron,11
Madison,Governor,,D,S L Simpson,145
Madison,Governor,,R,David Vitter,471
Morehouse,Governor,,R,Scott A. Angelle,1226
Morehouse,Governor,,N,Beryl Billiot,20
Morehouse,Governor,,R,"""Jay"" Dardenne",695
Morehouse,Governor,,D,Cary Deaton,86
Morehouse,Governor,,D,John Bel Edwards,2859
Morehouse,Governor,,N,"Jeremy ""JW"" Odom",25
Morehouse,Governor,,O,Eric Paul Orgeron,12
Morehouse,Governor,,D,S L Simpson,48
Morehouse,Governor,,R,David Vitter,1336
Natchitoches,Governor,,R,Scott A. Angelle,1666
Natchitoches,Governor,,N,Beryl Billiot,50
Natchitoches,Governor,,R,"""Jay"" Dardenne",1196
Natchitoches,Governor,,D,Cary Deaton,92
Natchitoches,Governor,,D,John Bel Edwards,4504
Natchitoches,Governor,,N,"Jeremy ""JW"" Odom",93
Natchitoches,Governor,,O,Eric Paul Orgeron,21
Natchitoches,Governor,,D,S L Simpson,62
Natchitoches,Governor,,R,David Vitter,2377
Orleans,Governor,,R,Scott A. Angelle,3377
Orleans,Governor,,N,Beryl Billiot,252
Orleans,Governor,,R,"""Jay"" Dardenne",7638
Orleans,Governor,,D,Cary Deaton,1196
Orleans,Governor,,D,John Bel Edwards,55984
Orleans,Governor,,N,"Jeremy ""JW"" Odom",239
Orleans,Governor,,O,Eric Paul Orgeron,131
Orleans,Governor,,D,S L Simpson,562
Orleans,Governor,,R,David Vitter,8216
Ouachita,Governor,,R,Scott A. Angelle,6226
Ouachita,Governor,,N,Beryl Billiot,93
Ouachita,Governor,,R,"""Jay"" Dardenne",5393
Ouachita,Governor,,D,Cary Deaton,278
Ouachita,Governor,,D,John Bel Edwards,12508
Ouachita,Governor,,N,"Jeremy ""JW"" Odom",112
Ouachita,Governor,,O,Eric Paul Orgeron,35
Ouachita,Governor,,D,S L Simpson,141
Ouachita,Governor,,R,David Vitter,7361
Plaquemines,Governor,,R,Scott A. Angelle,1486
Plaquemines,Governor,,N,Beryl Billiot,107
Plaquemines,Governor,,R,"""Jay"" Dardenne",906
Plaquemines,Governor,,D,Cary Deaton,102
Plaquemines,Governor,,D,John Bel Edwards,2427
Plaquemines,Governor,,N,"Jeremy ""JW"" Odom",41
Plaquemines,Governor,,O,Eric Paul Orgeron,26
Plaquemines,Governor,,D,S L Simpson,85
Plaquemines,Governor,,R,David Vitter,2759
Pointe Coupee,Governor,,R,Scott A. Angelle,1843
Pointe Coupee,Governor,,N,Beryl Billiot,19
Pointe Coupee,Governor,,R,"""Jay"" Dardenne",1112
Pointe Coupee,Governor,,D,Cary Deaton,88
Pointe Coupee,Governor,,D,John Bel Edwards,3565
Pointe Coupee,Governor,,N,"Jeremy ""JW"" Odom",29
Pointe Coupee,Governor,,O,Eric Paul Orgeron,12
Pointe Coupee,Governor,,D,S L Simpson,41
Pointe Coupee,Governor,,R,David Vitter,809
Rapides,Governor,,R,Scott A. Angelle,4575
Rapides,Governor,,N,Beryl Billiot,101
Rapides,Governor,,R,"""Jay"" Dardenne",6789
Rapides,Governor,,D,Cary Deaton,332
Rapides,Governor,,D,John Bel Edwards,10053
Rapides,Governor,,N,"Jeremy ""JW"" Odom",149
Rapides,Governor,,O,Eric Paul Orgeron,56
Rapides,Governor,,D,S L Simpson,147
Rapides,Governor,,R,David Vitter,6300
Red River,Governor,,R,Scott A. Angelle,631
Red River,Governor,,N,Beryl Billiot,31
Red River,Governor,,R,"""Jay"" Dardenne",285
Red River,Governor,,D,Cary Deaton,125
Red River,Governor,,D,John Bel Edwards,1486
Red River,Governor,,N,"Jeremy ""JW"" Odom",35
Red River,Governor,,O,Eric Paul Orgeron,15
Red River,Governor,,D,S L Simpson,75
Red River,Governor,,R,David Vitter,1057
Richland,Governor,,R,Scott A. Angelle,1622
Richland,Governor,,N,Beryl Billiot,40
Richland,Governor,,R,"""Jay"" Dardenne",1153
Richland,Governor,,D,Cary Deaton,110
Richland,Governor,,D,John Bel Edwards,2715
Richland,Governor,,N,"Jeremy ""JW"" Odom",68
Richland,Governor,,O,Eric Paul Orgeron,11
Richland,Governor,,D,S L Simpson,66
Richland,Governor,,R,David Vitter,1503
Sabine,Governor,,R,Scott A. Angelle,1551
Sabine,Governor,,N,Beryl Billiot,35
Sabine,Governor,,R,"""Jay"" Dardenne",542
Sabine,Governor,,D,Cary Deaton,63
Sabine,Governor,,D,John Bel Edwards,1442
Sabine,Governor,,N,"Jeremy ""JW"" Odom",33
Sabine,Governor,,O,Eric Paul Orgeron,10
Sabine,Governor,,D,S L Simpson,46
Sabine,Governor,,R,David Vitter,2479
St. Bernard,Governor,,R,Scott A. Angelle,1230
St. Bernard,Governor,,N,Beryl Billiot,139
St. Bernard,Governor,,R,"""Jay"" Dardenne",1107
St. Bernard,Governor,,D,Cary Deaton,163
St. Bernard,Governor,,D,John Bel Edwards,3732
St. Bernard,Governor,,N,"Jeremy ""JW"" Odom",103
St. Bernard,Governor,,O,Eric Paul Orgeron,52
St. Bernard,Governor,,D,S L Simpson,81
St. Bernard,Governor,,R,David Vitter,3957
St. Charles,Governor,,R,Scott A. Angelle,2448
St. Charles,Governor,,N,Beryl Billiot,111
St. Charles,Governor,,R,"""Jay"" Dardenne",1652
St. Charles,Governor,,D,Cary Deaton,206
St. Charles,Governor,,D,John Bel Edwards,5269
St. Charles,Governor,,N,"Jeremy ""JW"" Odom",80
St. Charles,Governor,,O,Eric Paul Orgeron,51
St. Charles,Governor,,D,S L Simpson,110
St. Charles,Governor,,R,David Vitter,5105
St. Helena,Governor,,R,Scott A. Angelle,354
St. Helena,Governor,,N,Beryl Billiot,64
St. Helena,Governor,,R,"""Jay"" Dardenne",280
St. Helena,Governor,,D,Cary Deaton,68
St. Helena,Governor,,D,John Bel Edwards,3503
St. Helena,Governor,,N,"Jeremy ""JW"" Odom",34
St. Helena,Governor,,O,Eric Paul Orgeron,6
St. Helena,Governor,,D,S L Simpson,40
St. Helena,Governor,,R,David Vitter,435
St. James,Governor,,R,Scott A. Angelle,1266
St. James,Governor,,N,Beryl Billiot,41
St. James,Governor,,R,"""Jay"" Dardenne",668
St. James,Governor,,D,Cary Deaton,153
St. James,Governor,,D,John Bel Edwards,5031
St. James,Governor,,N,"Jeremy ""JW"" Odom",52
St. James,Governor,,O,Eric Paul Orgeron,21
St. James,Governor,,D,S L Simpson,109
St. James,Governor,,R,David Vitter,1589
St. John The Baptist,Governor,,R,Scott A. Angelle,1621
St. John The Baptist,Governor,,N,Beryl Billiot,88
St. John The Baptist,Governor,,R,"""Jay"" Dardenne",910
St. John The Baptist,Governor,,D,Cary Deaton,362
St. John The Baptist,Governor,,D,John Bel Edwards,7969
St. John The Baptist,Governor,,N,"Jeremy ""JW"" Odom",80
St. John The Baptist,Governor,,O,Eric Paul Orgeron,34
St. John The Baptist,Governor,,D,S L Simpson,214
St. John The Baptist,Governor,,R,David Vitter,3116
St. Landry,Governor,,R,Scott A. Angelle,5263
St. Landry,Governor,,N,Beryl Billiot,88
St. Landry,Governor,,R,"""Jay"" Dardenne",2196
St. Landry,Governor,,D,Cary Deaton,262
St. Landry,Governor,,D,John Bel Edwards,11012
St. Landry,Governor,,N,"Jeremy ""JW"" Odom",79
St. Landry,Governor,,O,Eric Paul Orgeron,63
St. Landry,Governor,,D,S L Simpson,241
St. Landry,Governor,,R,David Vitter,3280
St. Martin,Governor,,R,Scott A. Angelle,10838
St. Martin,Governor,,N,Beryl Billiot,61
St. Martin,Governor,,R,"""Jay"" Dardenne",830
St. Martin,Governor,,D,Cary Deaton,128
St. Martin,Governor,,D,John Bel Edwards,3658
St. Martin,Governor,,N,"Jeremy ""JW"" Odom",49
St. Martin,Governor,,O,Eric Paul Orgeron,23
St. Martin,Governor,,D,S L Simpson,97
St. Martin,Governor,,R,David Vitter,1846
St. Mary,Governor,,R,Scott A. Angelle,3567
St. Mary,Governor,,N,Beryl Billiot,74
St. Mary,Governor,,R,"""Jay"" Dardenne",1242
St. Mary,Governor,,D,Cary Deaton,180
St. Mary,Governor,,D,John Bel Edwards,4970
St. Mary,Governor,,N,"Jeremy ""JW"" Odom",61
St. Mary,Governor,,O,Eric Paul Orgeron,32
St. Mary,Governor,,D,S L Simpson,91
St. Mary,Governor,,R,David Vitter,2937
St. Tammany,Governor,,R,Scott A. Angelle,8235
St. Tammany,Governor,,N,Beryl Billiot,334
St. Tammany,Governor,,R,"""Jay"" Dardenne",9969
St. Tammany,Governor,,D,Cary Deaton,370
St. Tammany,Governor,,D,John Bel Edwards,16296
St. Tammany,Governor,,N,"Jeremy ""JW"" Odom",236
St. Tammany,Governor,,O,Eric Paul Orgeron,143
St. Tammany,Governor,,D,S L Simpson,217
St. Tammany,Governor,,R,David Vitter,25535
Tangipahoa,Governor,,R,Scott A. Angelle,2768
Tangipahoa,Governor,,N,Beryl Billiot,398
Tangipahoa,Governor,,R,"""Jay"" Dardenne",2647
Tangipahoa,Governor,,D,Cary Deaton,168
Tangipahoa,Governor,,D,John Bel Edwards,16901
Tangipahoa,Governor,,N,"Jeremy ""JW"" Odom",98
Tangipahoa,Governor,,O,Eric Paul Orgeron,61
Tangipahoa,Governor,,D,S L Simpson,102
Tangipahoa,Governor,,R,David Vitter,7816
Tensas,Governor,,R,Scott A. Angelle,568
Tensas,Governor,,N,Beryl Billiot,11
Tensas,Governor,,R,"""Jay"" Dardenne",272
Tensas,Governor,,D,Cary Deaton,75
Tensas,Governor,,D,John Bel Edwards,924
Tensas,Governor,,N,"Jeremy ""JW"" Odom",24
Tensas,Governor,,O,Eric Paul Orgeron,5
Tensas,Governor,,D,S L Simpson,44
Tensas,Governor,,R,David Vitter,318
Terrebonne,Governor,,R,Scott A. Angelle,6908
Terrebonne,Governor,,N,Beryl Billiot,224
Terrebonne,Governor,,R,"""Jay"" Dardenne",2382
Terrebonne,Governor,,D,Cary Deaton,165
Terrebonne,Governor,,D,John Bel Edwards,6037
Terrebonne,Governor,,N,"Jeremy ""JW"" Odom",114
Terrebonne,Governor,,O,Eric Paul Orgeron,50
Terrebonne,Governor,,D,S L Simpson,96
Terrebonne,Governor,,R,David Vitter,7217
Union,Governor,,R,Scott A. Angelle,1397
Union,Governor,,N,Beryl Billiot,25
Union,Governor,,R,"""Jay"" Dardenne",797
Union,Governor,,D,Cary Deaton,47
Union,Governor,,D,John Bel Edwards,1731
Union,Governor,,N,"Jeremy ""JW"" Odom",29
Union,Governor,,O,Eric Paul Orgeron,3
Union,Governor,,D,S L Simpson,13
Union,Governor,,R,David Vitter,1673
Vermilion,Governor,,R,Scott A. Angelle,5686
Vermilion,Governor,,N,Beryl Billiot,48
Vermilion,Governor,,R,"""Jay"" Dardenne",1635
Vermilion,Governor,,D,Cary Deaton,79
Vermilion,Governor,,D,John Bel Edwards,4188
Vermilion,Governor,,N,"Jeremy ""JW"" Odom",37
Vermilion,Governor,,O,Eric Paul Orgeron,30
Vermilion,Governor,,D,S L Simpson,37
Vermilion,Governor,,R,David Vitter,3290
Vernon,Governor,,R,Scott A. Angelle,2111
Vernon,Governor,,N,Beryl Billiot,77
Vernon,Governor,,R,"""Jay"" Dardenne",2318
Vernon,Governor,,D,Cary Deaton,117
Vernon,Governor,,D,John Bel Edwards,2755
Vernon,Governor,,N,"Jeremy ""JW"" Odom",115
Vernon,Governor,,O,Eric Paul Orgeron,19
Vernon,Governor,,D,S L Simpson,44
Vernon,Governor,,R,David Vitter,3084
Washington,Governor,,R,Scott A. Angelle,1496
Washington,Governor,,N,Beryl Billiot,115
Washington,Governor,,R,"""Jay"" Dardenne",1370
Washington,Governor,,D,Cary Deaton,175
Washington,Governor,,D,John Bel Edwards,5733
Washington,Governor,,N,"Jeremy ""JW"" Odom",77
Washington,Governor,,O,Eric Paul Orgeron,34
Washington,Governor,,D,S L Simpson,114
Washington,Governor,,R,David Vitter,3768
Webster,Governor,,R,Scott A. Angelle,1563
Webster,Governor,,N,Beryl Billiot,35
Webster,Governor,,R,"""Jay"" Dardenne",852
Webster,Governor,,D,Cary Deaton,95
Webster,Governor,,D,John Bel Edwards,3706
Webster,Governor,,N,"Jeremy ""JW"" Odom",35
Webster,Governor,,O,Eric Paul Orgeron,13
Webster,Governor,,D,S L Simpson,56
Webster,Governor,,R,David Vitter,2501
West Baton Rouge,Governor,,R,Scott A. Angelle,1720
West Baton Rouge,Governor,,N,Beryl Billiot,26
West Baton Rouge,Governor,,R,"""Jay"" Dardenne",1653
West Baton Rouge,Governor,,D,Cary Deaton,72
West Baton Rouge,Governor,,D,John Bel Edwards,3545
West Baton Rouge,Governor,,N,"Jeremy ""JW"" Odom",21
West Baton Rouge,Governor,,O,Eric Paul Orgeron,13
West Baton Rouge,Governor,,D,S L Simpson,43
West Baton Rouge,Governor,,R,David Vitter,928
West Carroll,Governor,,R,Scott A. Angelle,736
West Carroll,Governor,,N,Beryl Billiot,11
West Carroll,Governor,,R,"""Jay"" Dardenne",525
West Carroll,Governor,,D,Cary Deaton,16
West Carroll,Governor,,D,John Bel Edwards,644
West Carroll,Governor,,N,"Jeremy ""JW"" Odom",23
